"Country or Area","Year(s)","Variant","Value"
"Georgia","2055","No change (Const. Fer.&Mor.&Zero migration)","3878.66"
"Georgia","2055","Zero migration (Medium)","4238.854"
"Georgia","2050","Const. mortality (Medium)","3344.29"
"Georgia","2050","Constant-fertility scenario","3516.922"
"Georgia","2050","High variant","4118.339"
"Georgia","2050","Instant replacement","3965.832"
"Georgia","2050","Low variant","3065.893"
"Georgia","2050","Medium variant","3562.892"
"Georgia","2050","No change (Const. Fer.&Mor.&Zero migration)","3992.989"
"Georgia","2050","Zero migration (Medium)","4297.335"
"Georgia","2045","Const. mortality (Medium)","3462.965"
"Georgia","2045","Constant-fertility scenario","3615.516"
"Georgia","2045","High variant","4096.451"
"Georgia","2045","Instant replacement","3984.78"
"Georgia","2045","Low variant","3232.499"
"Georgia","2045","Medium variant","3647.277"
"Georgia","2045","No change (Const. Fer.&Mor.&Zero migration)","4100.173"
"Georgia","2045","Zero migration (Medium)","4344.619"
"Georgia","2040","Const. mortality (Medium)","3590.72"
"Georgia","2040","Constant-fertility scenario","3718.994"
"Georgia","2040","High variant","4090.856"
"Georgia","2040","Instant replacement","4010.584"
"Georgia","2040","Low variant","3401.108"
"Georgia","2040","Medium variant","3737.985"
"Georgia","2040","No change (Const. Fer.&Mor.&Zero migration)","4193.766"
"Georgia","2040","Zero migration (Medium)","4380.163"
"Georgia","2035","Const. mortality (Medium)","3727.844"
"Georgia","2035","Constant-fertility scenario","3823.978"
"Georgia","2035","High variant","4111.427"
"Georgia","2035","Instant replacement","4055.261"
"Georgia","2035","Low variant","3569.603"
"Georgia","2035","Medium variant","3837.94"
"Georgia","2035","No change (Const. Fer.&Mor.&Zero migration)","4270.455"
"Georgia","2035","Zero migration (Medium)","4408.388"
"Georgia","2030","Const. mortality (Medium)","3876.13"
"Georgia","2030","Constant-fertility scenario","3937.444"
"Georgia","2030","High variant","4163.578"
"Georgia","2030","Instant replacement","4128.293"
"Georgia","2030","Low variant","3743.439"
"Georgia","2030","Medium variant","3953.077"
"Georgia","2030","No change (Const. Fer.&Mor.&Zero migration)","4334.254"
"Georgia","2030","Zero migration (Medium)","4435.319"
"Georgia","2025","Const. mortality (Medium)","4030.277"
"Georgia","2025","Constant-fertility scenario","4065.048"
"Georgia","2025","High variant","4234.58"
"Georgia","2025","Instant replacement","4219.985"
"Georgia","2025","Low variant","3924.958"
"Georgia","2025","Medium variant","4079.768"
"Georgia","2025","No change (Const. Fer.&Mor.&Zero migration)","4389.369"
"Georgia","2025","Zero migration (Medium)","4457.637"
"Georgia","2020","Const. mortality (Medium)","4174.703"
"Georgia","2020","Constant-fertility scenario","4194.185"
"Georgia","2020","High variant","4296.982"
"Georgia","2020","Instant replacement","4304.123"
"Georgia","2020","Low variant","4106.687"
"Georgia","2020","Medium variant","4201.834"
"Georgia","2020","No change (Const. Fer.&Mor.&Zero migration)","4425.382"
"Georgia","2020","Zero migration (Medium)","4461.43"
"Georgia","2015","Const. mortality (Medium)","4294.579"
"Georgia","2015","Constant-fertility scenario","4302.823"
"Georgia","2015","High variant","4343.874"
"Georgia","2015","Instant replacement","4360.099"
"Georgia","2015","Low variant","4265.206"
"Georgia","2015","Medium variant","4304.54"
"Georgia","2015","No change (Const. Fer.&Mor.&Zero migration)","4424.609"
"Georgia","2015","Zero migration (Medium)","4436.455"
"Georgia","2010","Const. mortality (Medium)","4388.674"
"Georgia","2010","Constant-fertility scenario","4388.674"
"Georgia","2010","High variant","4388.674"
"Georgia","2010","Instant replacement","4388.674"
"Georgia","2010","Low variant","4388.674"
"Georgia","2010","Medium variant","4388.674"
"Georgia","2010","No change (Const. Fer.&Mor.&Zero migration)","4388.674"
"Georgia","2010","Zero migration (Medium)","4388.674"
"Georgia","2005","Medium variant","4475.306"
"Georgia","2000","Medium variant","4743.591"
"Georgia","1995","Medium variant","5067.143"
"Georgia","1990","Medium variant","5460.309"
"Georgia","1985","Medium variant","5287.328"
"Georgia","1980","Medium variant","5073.241"
"Georgia","1975","Medium variant","4908.265"
"Georgia","1970","Medium variant","4707.327"
"Georgia","1965","Medium variant","4477.328"
"Georgia","1960","Medium variant","4159.769"
"Georgia","1955","Medium variant","3839.464"
"Georgia","1950","Medium variant","3527.004"
"Germany","2100","Const. mortality (Medium)","48631.234"
"Germany","2100","Constant-fertility scenario","43363.869"
"Germany","2100","High variant","89539.91"
"Germany","2100","Instant replacement","89333.177"
"Germany","2100","Low variant","33938.067"
"Germany","2100","Medium variant","56902.164"
"Germany","2100","No change (Const. Fer.&Mor.&Zero migration)","29288.835"
"Germany","2100","Zero migration (Medium)","47882.178"
"Germany","2095","Const. mortality (Medium)","50034.803"
"Germany","2095","Constant-fertility scenario","45627.748"
"Germany","2095","High variant","87949.494"
"Germany","2095","Instant replacement","88526.246"
"Germany","2095","Low variant","36435.838"
"Germany","2095","Medium variant","58050.681"
"Germany","2095","No change (Const. Fer.&Mor.&Zero migration)","31398.805"
"Germany","2095","Zero migration (Medium)","49068.158"
"Germany","2090","Const. mortality (Medium)","51426.92"
"Germany","2090","Constant-fertility scenario","47942.245"
"Germany","2090","High variant","86365.51"
"Germany","2090","Instant replacement","87609.911"
"Germany","2090","Low variant","39080.431"
"Germany","2090","Medium variant","59233.269"
"Germany","2090","No change (Const. Fer.&Mor.&Zero migration)","33641.689"
"Germany","2090","Zero migration (Medium)","50367.262"
"Germany","2085","Const. mortality (Medium)","52863.471"
"Germany","2085","Constant-fertility scenario","50344.362"
"Germany","2085","High variant","84863.618"
"Germany","2085","Instant replacement","86613.373"
"Germany","2085","Low variant","41884.894"
"Germany","2085","Medium variant","60505.904"
"Germany","2085","No change (Const. Fer.&Mor.&Zero migration)","36044.285"
"Germany","2085","Zero migration (Medium)","51835.962"
"Germany","2080","Const. mortality (Medium)","54421.206"
"Germany","2080","Constant-fertility scenario","52819.784"
"Germany","2080","High variant","83551.615"
"Germany","2080","Instant replacement","85610.563"
"Germany","2080","Low variant","44806.971"
"Germany","2080","Medium variant","61881.449"
"Germany","2080","No change (Const. Fer.&Mor.&Zero migration)","38649.453"
"Germany","2080","Zero migration (Medium)","53489.464"
"Germany","2075","Const. mortality (Medium)","56153.961"
"Germany","2075","Constant-fertility scenario","55315.686"
"Germany","2075","High variant","82533.047"
"Germany","2075","Instant replacement","84745.296"
"Germany","2075","Low variant","47769.868"
"Germany","2075","Medium variant","63338.984"
"Germany","2075","No change (Const. Fer.&Mor.&Zero migration)","41479.93"
"Germany","2075","Zero migration (Medium)","55307.118"
"Germany","2070","Const. mortality (Medium)","58029.909"
"Germany","2070","Constant-fertility scenario","57811.525"
"Germany","2070","High variant","81841.241"
"Germany","2070","Instant replacement","84167.704"
"Germany","2070","Low variant","50740.715"
"Germany","2070","Medium variant","64864.377"
"Germany","2070","No change (Const. Fer.&Mor.&Zero migration)","44500.145"
"Germany","2070","Zero migration (Medium)","57275.863"
"Germany","2065","Const. mortality (Medium)","60005.41"
"Germany","2065","Constant-fertility scenario","60398.812"
"Germany","2065","High variant","81478.713"
"Germany","2065","Instant replacement","83960.105"
"Germany","2065","Low variant","53821.966"
"Germany","2065","Medium variant","66531.664"
"Germany","2065","No change (Const. Fer.&Mor.&Zero migration)","47682.875"
"Germany","2065","Zero migration (Medium)","59469.024"
"Germany","2060","Const. mortality (Medium)","62142.528"
"Germany","2060","Constant-fertility scenario","63173.151"
"Germany","2060","High variant","81391.102"
"Germany","2060","Instant replacement","84047.057"
"Germany","2060","Low variant","57136.985"
"Germany","2060","Medium variant","68415.648"
"Germany","2060","No change (Const. Fer.&Mor.&Zero migration)","51103.538"
"Germany","2060","Zero migration (Medium)","61953.785"
"Germany","2055","Const. mortality (Medium)","64544.524"
"Germany","2055","Constant-fertility scenario","66097.635"
"Germany","2055","High variant","81460.812"
"Germany","2055","Instant replacement","84215.831"
"Germany","2055","Low variant","60665.342"
"Germany","2055","Medium variant","70474.358"
"Germany","2055","No change (Const. Fer.&Mor.&Zero migration)","54856.341"
"Germany","2055","Zero migration (Medium)","64671.483"
"Germany","2050","Const. mortality (Medium)","67186.685"
"Germany","2050","Constant-fertility scenario","69003.748"
"Germany","2050","High variant","81607.696"
"Germany","2050","Instant replacement","84254.413"
"Germany","2050","Low variant","64218.23"
"Germany","2050","Medium variant","72566.201"
"Germany","2050","No change (Const. Fer.&Mor.&Zero migration)","58870.985"
"Germany","2050","Zero migration (Medium)","67459.361"
"Germany","2045","Const. mortality (Medium)","69905.762"
"Germany","2045","Constant-fertility scenario","71688.96"
"Germany","2045","High variant","81843.13"
"Germany","2045","Instant replacement","84149.884"
"Germany","2045","Low variant","67536.561"
"Germany","2045","Medium variant","74533.314"
"Germany","2045","No change (Const. Fer.&Mor.&Zero migration)","62920.705"
"Germany","2045","Zero migration (Medium)","70142.468"
"Germany","2040","Const. mortality (Medium)","72561.544"
"Germany","2040","Constant-fertility scenario","74106.039"
"Germany","2040","High variant","82276.501"
"Germany","2040","Instant replacement","84236.559"
"Germany","2040","Low variant","70524.901"
"Germany","2040","Medium variant","76353.61"
"Germany","2040","No change (Const. Fer.&Mor.&Zero migration)","66782.98"
"Germany","2040","Zero migration (Medium)","72648.149"
"Germany","2035","Const. mortality (Medium)","75032.349"
"Germany","2035","Constant-fertility scenario","76286.318"
"Germany","2035","High variant","82841.483"
"Germany","2035","Instant replacement","84638.659"
"Germany","2035","Low variant","73227.987"
"Germany","2035","Medium variant","78027.228"
"Germany","2035","No change (Const. Fer.&Mor.&Zero migration)","70365.406"
"Germany","2035","Zero migration (Medium)","74985.146"
"Germany","2030","Const. mortality (Medium)","77306.343"
"Germany","2030","Constant-fertility scenario","78274.838"
"Germany","2030","High variant","83344.911"
"Germany","2030","Instant replacement","85092.305"
"Germany","2030","Low variant","75758.417"
"Germany","2030","Medium variant","79551.501"
"Germany","2030","No change (Const. Fer.&Mor.&Zero migration)","73705.878"
"Germany","2030","Zero migration (Medium)","77160.472"
"Germany","2025","Const. mortality (Medium)","79345.019"
"Germany","2025","Constant-fertility scenario","80026.154"
"Germany","2025","High variant","83599.013"
"Germany","2025","Instant replacement","85274.852"
"Germany","2025","Low variant","78138.21"
"Germany","2025","Medium variant","80868.613"
"Germany","2025","No change (Const. Fer.&Mor.&Zero migration)","76773.354"
"Germany","2025","Zero migration (Medium)","79109.755"
"Germany","2020","Const. mortality (Medium)","81019.425"
"Germany","2020","Constant-fertility scenario","81431.317"
"Germany","2020","High variant","83465.298"
"Germany","2020","Instant replacement","84982.596"
"Germany","2020","Low variant","80297.397"
"Germany","2020","Medium variant","81881.346"
"Germany","2020","No change (Const. Fer.&Mor.&Zero migration)","79411.508"
"Germany","2020","Zero migration (Medium)","80715.437"
"Germany","2015","Const. mortality (Medium)","82240.606"
"Germany","2015","Constant-fertility scenario","82411.093"
"Germany","2015","High variant","83178.615"
"Germany","2015","Instant replacement","84187.027"
"Germany","2015","Low variant","81945.392"
"Germany","2015","Medium variant","82562.004"
"Germany","2015","No change (Const. Fer.&Mor.&Zero migration)","81511.465"
"Germany","2015","Zero migration (Medium)","81983.011"
"Germany","2010","Const. mortality (Medium)","83017.404"
"Germany","2010","Constant-fertility scenario","83017.404"
"Germany","2010","High variant","83017.404"
"Germany","2010","Instant replacement","83017.404"
"Germany","2010","Low variant","83017.404"
"Germany","2010","Medium variant","83017.404"
"Germany","2010","No change (Const. Fer.&Mor.&Zero migration)","83017.404"
"Germany","2010","Zero migration (Medium)","83017.404"
"Germany","2005","Medium variant","83835.978"
"Germany","2000","Medium variant","83512.459"
"Germany","1995","Medium variant","83147.77"
"Germany","1990","Medium variant","80487.159"
"Germany","1985","Medium variant","78896.434"
"Germany","1980","Medium variant","79169.102"
"Germany","1975","Medium variant","79718.764"
"Germany","1970","Medium variant","79287.238"
"Germany","1965","Medium variant","76654.787"
"Germany","1960","Medium variant","73336.145"
"Germany","1955","Medium variant","71654.845"
"Germany","1950","Medium variant","70093.817"
"Greece","2100","Const. mortality (Medium)","8121.494"
"Greece","2100","Constant-fertility scenario","7202.469"
"Greece","2100","High variant","14356.631"
"Greece","2100","Instant replacement","13063.333"
"Greece","2100","Low variant","5807.618"
"Greece","2100","Medium variant","9365.17"
"Greece","2100","No change (Const. Fer.&Mor.&Zero migration)","4651.75"
"Greece","2100","Zero migration (Medium)","7446.102"
"Greece","2095","Const. mortality (Medium)","8284.857"
"Greece","2095","Constant-fertility scenario","7497.62"
"Greece","2095","High variant","14003.761"
"Greece","2095","Instant replacement","12939.65"
"Greece","2095","Low variant","6147.351"
"Greece","2095","Medium variant","9468.176"
"Greece","2095","No change (Const. Fer.&Mor.&Zero migration)","4943.445"
"Greece","2095","Zero migration (Medium)","7570.01"
"Greece","2090","Const. mortality (Medium)","8442.216"
